crop,planting_date,days_since_planting,growth_stage,season,county,soil_type,temperature,rainfall_mm,pest_pressure,disease_occurrence,next_practice,days_until_practice,priority
cabbage,2025-09-23,35,flowering,short_rains,Meru,loamy,13.0,115.7,none,none,weeding,0,high
potatoes,2025-07-03,117,mature,short_rains,Kisumu,chalky,18.4,144.8,low,none,harvesting,0,high
cabbage,2025-09-24,34,vegetative,short_rains,Eldoret,loamy,20.4,192.0,high,none,pest_control,0,high
beans,2025-09-27,31,vegetative,short_rains,Nairobi,loamy,23.5,181.2,high,medium,pest_control,0,high
wheat,2025-06-07,143,mature,long_rains,Eldoret,clay,20.3,144.3,low,none,harvesting,0,high
wheat,2025-08-04,85,flowering,long_rains,Eldoret,loamy,18.3,100.7,high,low,pest_control,0,high
wheat,2025-06-28,122,fruiting,long_rains,Nakuru,chalky,18.0,123.1,low,medium,disease_management,0,high
tomatoes,2025-07-17,103,mature,long_rains,Meru,clay,24.7,163.2,high,high,pest_control,0,high
tomatoes,2025-08-17,72,mature,long_rains,Meru,loamy,28.4,57.3,none,low,harvesting,3,high
beans,2025-08-28,61,flowering,short_rains,Eldoret,peaty,22.3,171.8,medium,low,pest_control,0,high
cabbage,2025-10-01,27,vegetative,short_rains,Nakuru,peaty,14.4,75.6,low,high,disease_management,0,high
tomatoes,2025-08-09,80,mature,long_rains,Machakos,peaty,22.2,190.6,low,low,harvesting,0,high
kale,2025-10-28,0,seedling,dry_season,Machakos,sandy,18.0,32.2,medium,high,pest_control,0,high
kale,2025-09-29,29,vegetative,long_rains,Nairobi,peaty,17.7,78.2,none,high,disease_management,0,high
cabbage,2025-08-17,72,mature,short_rains,Kisumu,clay,18.6,77.9,medium,low,pest_control,0,high
beans,2025-07-13,107,mature,short_rains,Nairobi,silty,21.3,135.3,none,high,disease_management,0,high
beans,2025-07-20,100,mature,long_rains,Kiambu,clay,26.2,148.2,high,none,pest_control,0,high
kale,2025-08-06,83,mature,short_rains,Nairobi,loamy,15.9,54.1,low,none,harvesting,0,high
beans,2025-08-16,73,fruiting,long_rains,Machakos,chalky,17.1,132.2,low,low,irrigation,1,medium
potatoes,2025-10-08,20,vegetative,short_rains,Kisumu,peaty,16.1,72.5,high,high,pest_control,0,high
kale,2025-09-17,41,flowering,long_rains,Meru,clay,19.6,174.4,medium,none,pest_control,0,high
cabbage,2025-10-25,3,seedling,short_rains,Meru,chalky,18.7,193.8,low,none,planting,0,high
beans,2025-07-08,112,mature,short_rains,Nairobi,sandy,20.8,151.9,medium,none,pest_control,0,high
wheat,2025-09-18,40,vegetative,long_rains,Eldoret,silty,21.9,100.9,high,medium,pest_control,0,high
potatoes,2025-08-23,66,flowering,short_rains,Nairobi,loamy,22.3,123.0,high,low,pest_control,0,high
maize,2025-08-09,80,flowering,short_rains,Nakuru,silty,20.4,85.9,low,high,disease_management,0,high
cabbage,2025-09-22,36,flowering,short_rains,Eldoret,loamy,15.2,67.9,low,medium,disease_management,0,high
wheat,2025-08-31,58,vegetative,long_rains,Meru,clay,18.6,153.9,high,low,pest_control,0,high
kale,2025-08-14,75,mature,short_rains,Machakos,clay,18.4,76.1,low,high,disease_management,0,high
maize,2025-08-11,78,flowering,long_rains,Machakos,silty,25.2,127.5,none,medium,disease_management,0,high
kale,2025-09-16,42,fruiting,dry_season,Eldoret,loamy,17.3,28.2,none,high,disease_management,0,high
tomatoes,2025-09-23,35,vegetative,long_rains,Kiambu,chalky,23.4,85.4,none,high,disease_management,0,high
potatoes,2025-08-28,61,flowering,short_rains,Nairobi,silty,19.4,149.9,medium,medium,pest_control,0,high
kale,2025-09-26,32,flowering,dry_season,Kiambu,loamy,18.5,34.2,medium,medium,pest_control,0,high
kale,2025-08-13,76,mature,long_rains,Eldoret,chalky,16.1,199.7,none,high,disease_management,0,high
kale,2025-09-07,51,fruiting,short_rains,Nairobi,sandy,21.8,140.2,medium,high,pest_control,0,high
maize,2025-08-05,84,fruiting,short_rains,Eldoret,silty,21.4,55.5,low,low,weeding,7,medium
wheat,2025-09-20,38,vegetative,long_rains,Kiambu,sandy,15.4,121.6,medium,low,pest_control,0,high
cabbage,2025-10-03,25,vegetative,short_rains,Nakuru,silty,17.9,93.8,none,low,disease_management,3,medium
potatoes,2025-09-07,51,flowering,short_rains,Meru,loamy,17.9,162.2,none,medium,disease_management,0,high
cabbage,2025-09-04,54,fruiting,short_rains,Nairobi,chalky,16.0,72.2,medium,medium,pest_control,0,high
tomatoes,2025-07-31,89,mature,long_rains,Machakos,peaty,26.3,67.7,low,none,harvesting,0,high
beans,2025-09-02,56,flowering,short_rains,Nairobi,sandy,24.8,86.0,medium,medium,pest_control,0,high
wheat,2025-07-21,99,fruiting,long_rains,Eldoret,chalky,22.4,108.7,high,medium,pest_control,0,high
potatoes,2025-10-19,9,seedling,short_rains,Machakos,loamy,14.9,187.7,low,medium,disease_management,0,high
beans,2025-07-13,107,mature,short_rains,Machakos,sandy,21.2,96.3,none,medium,disease_management,0,high
tomatoes,2025-07-25,95,mature,long_rains,Eldoret,sandy,25.4,118.8,none,none,harvesting,0,high
tomatoes,2025-08-28,61,fruiting,long_rains,Nairobi,sandy,27.1,115.6,none,low,fertilizer_application,0,high
maize,2025-09-23,35,vegetative,long_rains,Kiambu,chalky,30.0,160.7,none,low,weeding,0,high
potatoes,2025-07-23,97,mature,short_rains,Meru,silty,15.2,112.4,none,high,disease_management,0,high
beans,2025-07-24,96,mature,short_rains,Eldoret,sandy,19.7,139.5,high,medium,pest_control,0,high
cabbage,2025-08-06,83,mature,short_rains,Kisumu,loamy,14.3,187.9,none,low,harvesting,0,high
potatoes,2025-06-25,125,mature,short_rains,Eldoret,peaty,17.3,167.5,medium,medium,pest_control,0,high
maize,2025-10-12,16,seedling,long_rains,Eldoret,peaty,29.0,134.5,high,high,pest_control,0,high
kale,2025-09-23,35,flowering,long_rains,Machakos,chalky,22.3,88.6,high,high,pest_control,0,high
cabbage,2025-08-25,64,fruiting,short_rains,Nakuru,loamy,18.2,157.7,medium,medium,pest_control,0,high
potatoes,2025-10-06,22,vegetative,short_rains,Eldoret,chalky,17.4,189.1,low,high,disease_management,0,high
maize,2025-08-31,58,vegetative,short_rains,Meru,loamy,29.7,133.0,none,none,disease_management,0,high
wheat,2025-09-15,43,vegetative,long_rains,Nairobi,sandy,23.1,64.5,none,high,disease_management,0,high
tomatoes,2025-09-10,48,flowering,long_rains,Kiambu,clay,21.4,131.4,low,high,disease_management,0,high
maize,2025-07-17,103,fruiting,short_rains,Meru,peaty,25.8,63.9,high,medium,pest_control,0,high
kale,2025-08-21,68,mature,dry_season,Nairobi,chalky,21.0,19.5,low,low,harvesting,0,high
potatoes,2025-07-20,100,mature,short_rains,Nairobi,peaty,18.4,121.1,none,low,harvesting,0,high
beans,2025-08-31,58,flowering,short_rains,Nakuru,loamy,25.8,163.9,none,none,disease_management,0,high
maize,2025-10-06,22,seedling,short_rains,Machakos,loamy,27.4,107.5,medium,medium,pest_control,0,high
potatoes,2025-07-08,112,mature,short_rains,Nakuru,peaty,15.7,187.9,high,high,pest_control,0,high
potatoes,2025-10-12,16,seedling,short_rains,Nairobi,loamy,17.8,134.5,low,none,irrigation,0,high
wheat,2025-10-14,14,seedling,long_rains,Kisumu,chalky,23.6,92.8,none,none,weeding,0,high
wheat,2025-07-08,112,fruiting,long_rains,Eldoret,chalky,17.2,110.1,medium,none,pest_control,0,high
cabbage,2025-09-03,55,fruiting,short_rains,Meru,silty,18.8,60.4,low,high,disease_management,0,high
cabbage,2025-10-03,25,vegetative,short_rains,Meru,peaty,15.0,160.0,medium,low,pest_control,0,high
cabbage,2025-09-25,33,vegetative,short_rains,Nairobi,silty,14.2,115.4,none,high,disease_management,0,high
cabbage,2025-09-20,38,flowering,short_rains,Eldoret,clay,13.7,136.6,medium,medium,pest_control,0,high
tomatoes,2025-10-17,11,seedling,long_rains,Meru,clay,21.7,156.0,medium,medium,pest_control,0,high
wheat,2025-08-05,84,flowering,long_rains,Kisumu,sandy,22.0,136.9,high,none,pest_control,0,high
potatoes,2025-10-12,16,seedling,short_rains,Machakos,sandy,17.2,186.5,medium,low,pest_control,0,high
potatoes,2025-07-21,99,mature,short_rains,Nakuru,silty,16.4,68.1,medium,high,pest_control,0,high
potatoes,2025-07-11,109,mature,short_rains,Eldoret,loamy,18.8,98.8,none,low,harvesting,0,high
kale,2025-09-06,52,fruiting,short_rains,Nakuru,peaty,20.8,160.8,none,low,weeding,4,low
kale,2025-08-15,74,mature,dry_season,Nairobi,loamy,17.6,7.4,low,none,harvesting,0,high
cabbage,2025-10-28,0,seedling,short_rains,Nairobi,chalky,14.9,85.0,high,none,pest_control,0,high
wheat,2025-08-22,67,flowering,long_rains,Nakuru,clay,24.1,152.6,medium,low,pest_control,0,high
beans,2025-10-17,11,seedling,long_rains,Kiambu,silty,21.6,128.9,none,low,irrigation,0,high
potatoes,2025-07-24,96,mature,short_rains,Eldoret,clay,22.6,141.5,high,none,pest_control,0,high
wheat,2025-07-24,96,fruiting,long_rains,Nairobi,silty,21.4,86.1,low,high,disease_management,0,high
beans,2025-07-08,112,mature,long_rains,Nakuru,clay,22.2,104.9,low,none,harvesting,0,high
maize,2025-06-02,148,mature,short_rains,Nairobi,clay,25.9,65.0,low,high,disease_management,0,high
kale,2025-10-17,11,seedling,dry_season,Nakuru,peaty,15.4,7.2,none,high,disease_management,0,high
cabbage,2025-08-08,81,mature,short_rains,Kiambu,chalky,17.8,114.4,high,high,pest_control,0,high
kale,2025-08-16,73,mature,long_rains,Kisumu,clay,19.2,126.9,none,high,disease_management,0,high
tomatoes,2025-08-27,62,fruiting,long_rains,Kiambu,silty,24.1,166.6,medium,low,pest_control,0,high
kale,2025-08-21,68,mature,dry_season,Machakos,peaty,19.7,7.1,high,none,pest_control,0,high
potatoes,2025-07-12,108,mature,short_rains,Nakuru,loamy,17.3,163.8,none,high,disease_management,0,high
cabbage,2025-10-07,21,vegetative,short_rains,Nakuru,loamy,17.5,136.2,high,medium,pest_control,0,high
potatoes,2025-08-02,87,fruiting,short_rains,Meru,clay,17.3,152.0,high,high,pest_control,0,high
wheat,2025-09-26,32,vegetative,long_rains,Machakos,sandy,22.8,161.4,high,low,pest_control,0,high
wheat,2025-10-10,18,seedling,long_rains,Kisumu,clay,19.6,121.3,high,medium,pest_control,0,high
beans,2025-07-12,108,mature,long_rains,Meru,silty,17.3,173.0,high,none,pest_control,0,high
potatoes,2025-07-13,107,mature,short_rains,Nairobi,sandy,16.2,177.8,none,high,disease_management,0,high
cabbage,2025-09-11,47,flowering,short_rains,Meru,peaty,15.8,118.2,medium,low,pest_control,0,high
maize,2025-06-25,125,mature,long_rains,Meru,sandy,20.4,91.0,low,medium,disease_management,0,high
kale,2025-10-14,14,vegetative,short_rains,Kisumu,peaty,19.9,102.9,none,medium,disease_management,0,high
potatoes,2025-08-19,70,fruiting,short_rains,Meru,silty,18.0,198.7,low,high,disease_management,0,high
beans,2025-07-10,110,mature,long_rains,Meru,sandy,22.1,68.1,none,high,disease_management,0,high
maize,2025-07-25,95,fruiting,long_rains,Kisumu,loamy,28.7,161.1,medium,low,pest_control,0,high
tomatoes,2025-07-20,100,mature,long_rains,Kiambu,clay,24.3,192.6,high,low,pest_control,0,high
cabbage,2025-09-12,46,flowering,short_rains,Kiambu,silty,14.3,84.2,none,medium,disease_management,0,high
beans,2025-10-26,2,seedling,long_rains,Nairobi,silty,22.5,140.0,medium,high,pest_control,0,high
kale,2025-08-25,64,mature,short_rains,Machakos,loamy,19.5,60.7,none,none,harvesting,0,high
wheat,2025-07-29,91,fruiting,long_rains,Nairobi,sandy,20.8,183.0,low,medium,disease_management,0,high
kale,2025-08-24,65,mature,dry_season,Machakos,loamy,22.7,18.1,none,none,harvesting,0,high
tomatoes,2025-09-19,39,flowering,long_rains,Nairobi,loamy,19.1,53.0,low,medium,disease_management,0,high
cabbage,2025-08-18,71,mature,short_rains,Meru,chalky,21.3,178.8,low,high,disease_management,0,high
beans,2025-08-29,60,flowering,short_rains,Nakuru,peaty,19.2,80.6,low,medium,disease_management,0,high
potatoes,2025-10-08,20,vegetative,short_rains,Eldoret,clay,20.2,165.0,none,medium,disease_management,0,high
cabbage,2025-09-17,41,flowering,short_rains,Nairobi,sandy,21.4,104.0,low,none,pest_control,1,medium
beans,2025-07-27,93,mature,long_rains,Meru,peaty,23.1,106.5,high,high,pest_control,0,high
potatoes,2025-08-09,80,fruiting,short_rains,Kiambu,silty,15.2,77.5,medium,none,pest_control,0,high
tomatoes,2025-10-16,12,seedling,long_rains,Kiambu,chalky,21.7,176.6,low,none,irrigation,0,high
wheat,2025-08-27,62,vegetative,long_rains,Kiambu,sandy,17.9,184.4,medium,none,pest_control,0,high
potatoes,2025-10-02,26,vegetative,short_rains,Eldoret,loamy,15.3,123.8,none,high,disease_management,0,high
tomatoes,2025-09-22,36,vegetative,long_rains,Kisumu,loamy,28.9,158.6,none,high,disease_management,0,high
tomatoes,2025-08-10,79,mature,long_rains,Eldoret,chalky,21.8,120.0,low,medium,disease_management,0,high
beans,2025-09-16,42,vegetative,short_rains,Kisumu,loamy,20.5,124.8,high,medium,pest_control,0,high
cabbage,2025-09-09,49,fruiting,short_rains,Meru,loamy,19.7,144.5,low,low,weeding,7,low
beans,2025-09-11,47,flowering,short_rains,Machakos,silty,25.9,91.4,none,none,irrigation,5,medium
kale,2025-09-23,35,flowering,dry_season,Eldoret,sandy,24.3,21.7,high,high,pest_control,0,high
cabbage,2025-10-21,7,seedling,short_rains,Meru,loamy,22.7,86.6,medium,none,pest_control,0,high
beans,2025-07-27,93,mature,short_rains,Nairobi,clay,18.2,136.5,high,high,pest_control,0,high
beans,2025-07-16,104,mature,short_rains,Kisumu,clay,17.1,173.7,low,medium,disease_management,0,high
maize,2025-08-25,64,flowering,long_rains,Kiambu,silty,21.3,142.9,medium,low,pest_control,0,high
tomatoes,2025-09-22,36,vegetative,long_rains,Kisumu,loamy,19.7,133.4,medium,medium,pest_control,0,high
tomatoes,2025-07-16,104,mature,long_rains,Kisumu,sandy,26.3,65.4,medium,high,pest_control,0,high
maize,2025-06-10,140,mature,short_rains,Kisumu,loamy,22.2,53.1,none,medium,disease_management,0,high
kale,2025-08-25,64,mature,short_rains,Nairobi,chalky,17.7,87.9,high,none,pest_control,0,high
tomatoes,2025-10-21,7,seedling,long_rains,Nairobi,peaty,23.5,76.9,high,medium,pest_control,0,high
cabbage,2025-09-09,49,fruiting,short_rains,Nakuru,loamy,21.8,72.0,low,high,disease_management,0,high
cabbage,2025-08-21,68,mature,short_rains,Nairobi,silty,19.6,58.7,low,high,disease_management,0,high
tomatoes,2025-10-11,17,vegetative,long_rains,Meru,peaty,24.2,80.0,high,none,pest_control,0,high
beans,2025-09-22,36,vegetative,short_rains,Eldoret,peaty,20.2,157.3,none,medium,disease_management,0,high
kale,2025-10-13,15,vegetative,dry_season,Eldoret,silty,22.3,26.7,medium,high,pest_control,0,high
maize,2025-09-29,29,vegetative,long_rains,Nakuru,silty,23.4,162.7,high,high,pest_control,0,high
wheat,2025-09-25,33,vegetative,long_rains,Kiambu,sandy,17.1,179.6,low,none,fertilizer_application,0,high
cabbage,2025-10-28,0,seedling,short_rains,Kisumu,peaty,15.5,75.7,none,none,planting,0,high
potatoes,2025-09-06,52,flowering,short_rains,Kiambu,silty,21.9,130.9,high,none,pest_control,0,high
wheat,2025-08-18,71,flowering,long_rains,Kiambu,loamy,19.2,64.6,medium,none,pest_control,0,high
potatoes,2025-07-23,97,mature,short_rains,Machakos,chalky,17.0,188.8,none,low,harvesting,3,high
maize,2025-09-12,46,vegetative,long_rains,Meru,loamy,20.5,179.8,low,medium,disease_management,0,high
wheat,2025-09-05,53,vegetative,long_rains,Machakos,clay,16.2,66.6,none,low,weeding,3,medium
beans,2025-09-15,43,vegetative,long_rains,Nairobi,loamy,22.1,132.6,none,medium,disease_management,0,high
beans,2025-07-28,92,mature,short_rains,Kiambu,clay,17.4,115.3,none,medium,disease_management,0,high
beans,2025-09-21,37,vegetative,short_rains,Eldoret,silty,19.7,132.7,medium,low,pest_control,0,high
wheat,2025-08-15,74,flowering,long_rains,Machakos,clay,21.1,106.3,high,low,pest_control,0,high
beans,2025-08-22,67,fruiting,long_rains,Eldoret,peaty,17.9,155.3,low,none,irrigation,1,medium
beans,2025-08-25,64,fruiting,long_rains,Kisumu,chalky,18.5,172.4,low,low,pest_control,0,high
potatoes,2025-07-16,104,mature,short_rains,Nakuru,chalky,16.3,61.4,medium,none,pest_control,0,high
kale,2025-10-25,3,seedling,long_rains,Eldoret,peaty,20.6,196.0,low,medium,disease_management,0,high
potatoes,2025-09-05,53,flowering,short_rains,Eldoret,peaty,15.5,61.0,high,high,pest_control,0,high
cabbage,2025-08-09,80,mature,short_rains,Meru,silty,22.2,97.8,low,high,disease_management,0,high
tomatoes,2025-07-15,105,mature,long_rains,Eldoret,silty,28.6,147.4,low,none,harvesting,0,high
kale,2025-08-30,59,mature,long_rains,Nakuru,silty,18.1,146.4,low,none,harvesting,1,high
wheat,2025-08-04,85,flowering,long_rains,Meru,loamy,20.2,90.3,low,low,irrigation,3,medium
tomatoes,2025-08-26,63,fruiting,long_rains,Kisumu,peaty,19.9,86.9,medium,low,pest_control,0,high
kale,2025-08-22,67,mature,dry_season,Nakuru,sandy,24.2,25.4,low,medium,disease_management,0,high
wheat,2025-07-14,106,fruiting,long_rains,Meru,loamy,20.7,171.2,low,high,disease_management,0,high
maize,2025-08-31,58,vegetative,short_rains,Eldoret,loamy,25.9,144.2,high,medium,pest_control,0,high
beans,2025-10-21,7,seedling,short_rains,Kisumu,loamy,18.2,56.2,medium,medium,pest_control,0,high
wheat,2025-08-13,76,flowering,long_rains,Meru,silty,20.3,191.3,low,none,weeding,2,medium
maize,2025-09-15,43,vegetative,long_rains,Eldoret,loamy,29.2,52.4,none,low,pest_control,0,high
potatoes,2025-09-07,51,flowering,short_rains,Nairobi,chalky,14.6,170.3,high,none,pest_control,0,high
maize,2025-06-03,147,mature,short_rains,Nairobi,silty,22.8,128.6,high,none,pest_control,0,high
kale,2025-10-11,17,vegetative,long_rains,Machakos,sandy,19.7,81.4,none,none,irrigation,0,high
cabbage,2025-09-09,49,fruiting,short_rains,Eldoret,sandy,19.6,121.1,high,none,pest_control,0,high
cabbage,2025-10-07,21,vegetative,short_rains,Kisumu,loamy,18.7,160.7,medium,low,pest_control,0,high
wheat,2025-07-18,102,fruiting,long_rains,Meru,chalky,23.9,55.5,high,low,pest_control,0,high
kale,2025-08-01,88,mature,long_rains,Kiambu,chalky,19.2,159.0,medium,medium,pest_control,0,high
tomatoes,2025-08-01,88,mature,long_rains,Nairobi,clay,22.4,195.5,none,high,disease_management,0,high
kale,2025-10-18,10,seedling,short_rains,Meru,loamy,16.0,186.8,low,high,disease_management,0,high
potatoes,2025-08-11,78,fruiting,short_rains,Kiambu,chalky,21.5,181.5,high,high,pest_control,0,high
tomatoes,2025-07-27,93,mature,long_rains,Eldoret,peaty,20.2,77.1,low,high,disease_management,0,high
cabbage,2025-09-11,47,flowering,short_rains,Nakuru,clay,23.0,172.4,low,low,weeding,4,medium
maize,2025-06-15,135,mature,short_rains,Nakuru,clay,23.1,94.3,none,medium,disease_management,0,high
potatoes,2025-09-06,52,flowering,short_rains,Nairobi,clay,21.1,181.7,medium,high,pest_control,0,high
tomatoes,2025-07-26,94,mature,long_rains,Machakos,chalky,24.5,131.7,high,high,pest_control,0,high
kale,2025-09-15,43,fruiting,short_rains,Machakos,peaty,24.7,76.5,medium,high,pest_control,0,high
cabbage,2025-07-22,98,mature,short_rains,Eldoret,chalky,14.7,197.0,medium,none,pest_control,0,high
cabbage,2025-08-04,85,mature,short_rains,Nairobi,silty,18.3,151.4,high,none,pest_control,0,high
cabbage,2025-10-08,20,vegetative,short_rains,Meru,loamy,20.4,123.6,high,low,pest_control,0,high
kale,2025-10-09,19,vegetative,short_rains,Eldoret,chalky,19.2,148.2,high,low,pest_control,0,high
cabbage,2025-08-29,60,fruiting,short_rains,Machakos,clay,17.9,96.1,high,none,pest_control,0,high
tomatoes,2025-08-04,85,mature,long_rains,Kiambu,silty,23.2,176.5,none,low,harvesting,0,high
wheat,2025-06-15,135,mature,long_rains,Kiambu,silty,18.7,103.3,none,low,harvesting,0,high
beans,2025-09-24,34,vegetative,short_rains,Kiambu,chalky,24.7,100.3,medium,low,pest_control,0,high
kale,2025-10-23,5,seedling,dry_season,Machakos,chalky,23.3,23.9,high,high,pest_control,0,high
wheat,2025-06-03,147,mature,long_rains,Kisumu,silty,23.3,192.0,high,low,pest_control,0,high
potatoes,2025-10-23,5,seedling,short_rains,Meru,sandy,14.8,98.3,high,none,pest_control,0,high
cabbage,2025-09-07,51,fruiting,short_rains,Kisumu,silty,16.1,91.2,medium,high,pest_control,0,high
potatoes,2025-10-02,26,vegetative,short_rains,Nakuru,clay,15.8,109.9,medium,high,pest_control,0,high
tomatoes,2025-07-19,101,mature,long_rains,Nakuru,chalky,27.5,151.7,low,high,disease_management,0,high
beans,2025-07-12,108,mature,short_rains,Eldoret,chalky,17.3,196.6,low,medium,disease_management,0,high
